BookId,Name,Author,Type,IsCompleted,Popularity,Intro
24604915301478504,大小姐她总是不求上进,燕小陌,古代言情,连载中,221.29万,（书名废+简介废+无CP+玄学）\n‘’所谓太素脉，为相术也，能观贵贱，预吉凶，算祸福，善人，敢让扶脉否？一脉算万金！”\n你看，赚钱多容易，上活不？\n啊呸！\n人活两世，秦流西的理想永远就是得过且过，毕竟世间总有人甘当咸鱼不求上进，而此等废物之事，让她来！\n可当一大家子凄凄惨惨戚戚的出现在面前，秦流西的咸鱼日子也跟着不复存在。\n面对岌岌可危要崩漏的秦家，婢女拿着空荡荡的钱匣子求营业，秦流西不得不肩负起大小姐的重任，持家，养长辈，鸡娃育儿！\n秦流西：我明明拿的是咸鱼剧本，谁给我偷换了？\n被大小姐怼得怀疑人生的堂妹：感觉大姐姐看我们像看麻烦一样！\n被大小姐揍得皮实教做人的秦四公子：大胆点，把感觉去掉！\n被大小姐鸡得自闭的秦小五一本正经掰着手指回答关于大姐姐一无是处的问题：她会驱邪捉鬼，会相面画符，会治病救人，对了，你问哪个？\n后来，有人问秦流西如果人生重来一次，梦想是什么？\n秦流西沉默了许久：不求上进苟百年！\n\n推荐完结文《老祖宗她是真的狂》
11133189103355103,穿越星际妻荣夫贵,一见我珍,科幻空间,连载中,470.12万,穿越到以武为尊的未来星际，为了避开勾心斗角，罗碧隐瞒了自己觉醒异能的事。\n       谁知有人不长眼非要找事，还想抢属于她的东西。罗碧一怒之下跑去测试，结果吓人一跳······
19449550708631504,大佬每天都在上热搜,南之情,现代言情,连载中,25.44万,入赘姜家后霸占姜家财产的父亲：“上学的时候，你成绩比不过你妹妹，她上的是顶级学府帝都大学，你呢？大学都没得上！”\n继母：“就算你顶着你妹妹的光环进了娱乐圈，你也永远只能活在她的阴影里，你从小就比不过她，任何地方都比不过！”\n网友：“什么十八线的野鸡也敢碰瓷顶流楚颜？学历？智商？哪一样你比得过？自取其辱罢了！”\n……\n姜里被全网黑的时候。\n当天夜里，手下拿着查到的某位国际大佬的资料连滚带爬到这位爷跟前……\n漫长的沉默之后，这位爷看着自己夫人：“你还有什么是我不知道的？”\n某宝宝：“你还不知道自己有个儿子。”\n“……”
22157767309773504,魏晋干饭人,郁雨竹,古代言情,连载中,304.47万,这是一篇和相亲对象在乱世里为了生存而努力干事业的基建文，又叫《我在乱世搞基建》\n　　赵含章在相亲回校的路上遭受意外，一睁开眼睛就到了正混乱的南北朝，在这个秩序崩坏，礼仪道德全都喂狗的时代，却又有人不甘屈服于命运，向往着自由，乐观向上的努力着。
18685570008362004,今天女主她学废了吗,糖炒肥栗,科幻空间,已完结,343.46万,云姒，世间第一朵地狱彼岸花。\n又称——曼珠沙华。\n善鬼火，可号百鬼，尤其擅长幻术。\n在惊为天人地遇到了传闻中温文尔雅的公子九歌后，她沉沦在他的温柔美色中，无法自拔。\n云姒：“九歌九歌，我能追求你吗？”\n光风霁月的公子温和地微笑，礼貌摇头。\n下一秒，云姒成功地牵上了他的手。\n云姒开始得寸进尺：“九歌九歌，我能抱你吗？”\n公子又温柔地拒绝。\n下一秒，云姒成功地抱了上去。\n“九歌九歌，我想亲你。”\n公子点了一下她的额头，沉吟，“姑娘，请自重。”\n勾人的彼岸花小妖精眨了眨美眸，踮起脚。\n轻松得逞。\n于是，\n做了坏事的小妖精，被罚去抄了一遍戒文。\n小妖精继续锲而不舍，\n公子垂眸，看着两人相牵的手，温温柔柔的，脾气很好，“姑娘家家的，要自重。”\n“我不！”小妖精黏着他，半寸不离。\n她一直以为他脾气很温柔。\n直到一日，她亲眼看见一女子与他表白。\n女子上前想靠近，\n公子瞬间冷了脸，一脚踹开了她，再没有了丝毫温和，“滚。”\n女子哭着跑开。\n每日黏着温柔公子要亲亲抱抱的小妖精：？？？\n原来公子也会很凶？？\n原来公子也会动粗？？\n明目张胆的小妖精vs表面拒绝，暗地里却无限温柔宠的公子。[一见钟情+双向暗恋]
23637883409432504,惊爆！团宠假千金被影帝大佬宠哭,时予遥,现代言情,已完结,274.5万,【1v1双洁+穿书+古武+马甲团宠+玄学+全文架空】  \n顾枝栖穿成了恶毒女配\n女主是马甲遍地的真千金，她是鸠占鹊巢，不断陷害女主，最后惨然领盒饭的假千金\n顾枝栖：穿书也不能阻挡我养老！\n然，穿书不能，但是贫穷能\n枝爷被迫营业！\n……\n#爆！顾家假千金顾枝栖，被扫地出门后，在天桥下当神棍骗钱#\n主角团画风开始不对了\n顾大哥：缺钱？这个小区送你\n顾二哥：二哥送你一个娱乐公司\n顾三姐：刚赚了一个亿，收好\n顾四哥：小爷冠军杯奖金，拿去\n财迷女主：缺钱？喜欢什么颜色的卡，随便挑\n 亲哥：回来继承家产\n顾枝栖“……”嗯？说好的恶毒女配剧本呢？\n……\n#爆！顾家人皆是行业翘楚，就假千金除了一张脸啥也不是#\n然后，各路大佬纷纷来电\n一号大佬：我们联盟祖址不比天桥下风水好？顾大师，再考虑考虑？\n二号大佬：缺钱？考虑一下上次的订单呗\n三号大佬：有时间算命，没时间写论文？\n四号大佬：顾小姐，我这儿有个手术，你看……\n…… \n顾枝栖：已阅，养老中，勿扰\n某影帝：你刚刚用的我的号\n骗够钱准备养老的顾枝栖“……”？！
27344314707564904,盛世春,青铜穗,古代言情,连载中,78.77万,梁宁才送走了沙场战死的大哥和二哥，万万没想到在准备跟六年前救下的孤儿履行婚约时，却被他给活活烧死！\n醒来的她变成了傅家大小姐，而杀他的仇人已然身居高位，坐拥娇妻美妾，成了皇帝跟前的重臣……\n不怕！\n她梁家姑小姐换一条赛道，依旧是那个杀伐果断的罗刹女！\n只是小时候老跟他侄儿玩在一起的那个不懂尊长的臭小子，怎么老缠着她？
27076131004811104,蔷薇庄园,三月棠墨,现代言情,已完结,110.24万,大雨滂沱的夜晚，沈嘉念衣衫破烂，狼狈地跪倒在男人的西装裤下，仰起的小脸苍白如纸，嘴唇颤抖乞求：“救我……”\n黑伞下，男人的脸庞看不真切，只闻得一声短促的轻笑，辨不出情绪。\n边上的陆彦之暗忖：这姑娘找对人了，他这位好友平生爱好就是捡一些流浪的阿猫阿狗回去养。\n别以为此人爱心泛滥，远的不说，上个月带回去那流浪猫挠了他一爪子，他反手拨开，厌恶得再不肯多看一眼。\n果然，这人又一时兴起，抱起流浪猫似的姑娘回了蔷薇庄园，悉心养着。给她吃最美味的食物、买最漂亮的裙子、送最贵的大提琴。\n没隔多久，宜城大大小小的圈子传遍了，傅家那一位身边多了个姑娘。\n知晓傅大秉性的人嗤笑：看着吧，养不了多久就扔了。\n傅寄忱近几日出现在人前，脖子多了两道挠痕，再往后，那张俊美如神祇的脸上挂了彩。\n众人：家里的阿猫阿狗闹成这样了，还不丢掉？\n深夜回家，傅寄忱借着台灯幽微的暖光，坐在床边捞起被子里某人的手，给她剪指甲。\n再不剪掉，他这张脸也不用出去见人了。\n可笑至极的是，傅寄忱从未想过丢掉沈嘉念，她倒好，一声不吭跑了，留下一枚亲手雕刻的手把件儿，底下压着张做旧的笺纸，上面题字：佳偶天成。\n傅寄忱气疯了，到处找那没良心的猫。
27414254807654904,长门好细腰,姒锦,古代言情,连载中,121.8万,城破那天，冯蕴被父亲当成战利品献给了敌军将领。\n人人都惋惜她即将为俘，堕入火坑。\n她却将出城的小驴车遮得严严实实，不敢让人看出心中窃喜……\n年幼时，她行事古怪，语出惊人，曾因说中一场全军覆没的战争，差点被宗族当鬼邪烧死。\n长成后，她姝色无双，许州八郡无出其右，却被夫家拒娶。\n生逢乱世，礼崩乐坏，一个女俘何去何从？\n“不求良人白头到老，但求此生横行霸道。”\n上辈子冯蕴总被别人渣，这辈子她要先下手为强，将那一个两个的，什么高岭之花、衣冠禽兽、斯文败类……全都渣回来。\n——\n别人眼里的冯蕴：脑子有问题的疯美人。\n冯蕴眼里的冯蕴：我什么都知道，我大概是这个世界的神吧？\n他们眼里的冯蕴：她好特别好奇葩，我好喜欢！\n——\n【本文架空，请勿考据。作者不避雷，不喜欢请直接X掉，勿告之！】
26169087201414504,香归,寂寞的清泉,古代言情,连载中,120.14万,带着记忆的荀香投了个好胎。\n母亲是公主，父亲是状元，她天生带有异香。\n可刚刚高兴一个月就被调了包，成了乡下孩子丁香。\n乡下日子鸡飞狗跳又乐趣多多。\n祖父是恶人，三个哥哥个个是人才。\n看丁香如何调教老小孩子，带领全家走上人生巅峰。\n一切准备就绪，她寻着记忆找到那个家。\n假荀香风光正好……
19763768208220804,回到九零，她在外科大佬圈火爆了,肥妈向善,现代言情,已完结,486.34万,回到一九九六年，老谢家的女儿谢婉莹说要做医生，很多人笑了。\n“凤生凤，狗生狗。货车司机的女儿能做医生的话母猪能爬树。”\n“我不止要做医生，还要做女心胸外科医生。”谢婉莹说。\n这句话更加激起了医生圈里的千层浪。\n当医生的亲戚疯狂讽刺她:“你知道医学生的录取分数线有多高吗，你能考得上？”\n“国内真正主刀的女心胸外科医生是零，你以为你是谁！”\n一帮人纷纷围嘲：“估计只能考上三流医学院，在小县城做个卫生员，未来能嫁成什么样，可想而知。”\n高考结束，谢婉莹以全省理科状元成绩进入全国外科第一班，进入首都圈顶流医院从实习生开始被外科主任们争抢。\n“谢婉莹同学，到我们消化外吧。”\n“不，一定要到我们泌尿外——”\n“小儿外科就缺谢婉莹同学这样的女医生。”\n亲戚圈朋友圈：……\n此时谢婉莹独立完成全国最小年纪法洛四联症微创手术，代表国内心胸外科协会参加国际医学论坛，发表全球第一例微创心脏瓣膜修复术，是女性外科领域名副其实的第一刀！\n至于众人“担忧”的她的婚嫁问题：\n海归派师兄是首都圈里的抢手单身汉，把qq头像换成了谢师妹。\n年轻老总是个美帅哥，天天跑来医院送花要送钻戒。\n更别说一堆说亲的早踏破了老谢家的大门……
25985120509645804,侯爷的掌心娇是朵黑心莲,战西野,古代言情,连载中,55.32万,古医世家传承人叶初棠卷了一辈子，将要继位的时候意外身亡。\n重活一世，她只想当个咸鱼，摆烂一生。\n谁知开局暴击，父母与长兄被刺身亡，留下她和三个娃。\n三弟伤重，四弟昏迷，还有个奶娃娃嗷嗷待哺。\n她掂了掂手里冰凉的窝窝头，绝望望天，一拖三，这牌烂得不如重开。\n小奶团拽了拽她的裤脚。\n“饿饿。”\n叶初棠：“……”起来干活！\n……\n叶初棠计划得很完美，养大几个娃娃，她就退休养老。\n结果偏偏有个男人不如她的愿。\n“叶二小姐耽搁我这么多年，总该有个说法。”\n叶初棠：“6。”\n当年赖在我家门口不肯走，到头来倒成了我的错？\n……\n叶家不得了，叶家三郎是当朝状元，叶家四郎军功赫赫名震西北，叶家五姑娘商业版图遍布天下富可敌国。\n唯独叶家二姑娘，忙着养大几个弟妹，不知不觉年岁渐长，婚事成愁。\n直到某日，权倾朝野的定北侯沈延川十里红妆相迎。\n叶初棠沉默良久。\n“这次娃你带。”
22661088009477704,吾家阿囡,闲听落花,古代言情,连载中,74.74万,男主版简介：\n顾砚死亡的时候，看着绿袖在他怀里一点点变冷；\n重生醒来的那一刻，他面冷心硬，算无遗策；\n直到在江南，再次见到小丫头。\n这一世她叫阿囡，背负着全家的希望~对他还有些不假辞色\n嗯，很好，本王就喜欢有个性的~\n*********************************\n女主版简介：\n现代学霸穿成农家少女；家贫却有亲有爱。\n阿囡（nan）先去考了个科举，恢复了下家庭元气；\n随后动脑经商，鼓捣纺织业，励志成为平江府女首富。\n还有这位腹黑王爷千方百计刷存在感~\n平江府女首富vs大齐首席腹黑丞相\n正是棋逢对手，火花四射，春光灿烂~
8263527304935303,恰似寒光遇骄阳,囧囧有妖,现代言情,已完结,261.25万,一觉醒来，她看着镜子里的自己， 爆炸头血腥纹身脸化得像鬼，多看一秒都辣眼睛。\n重生前，她另有所爱，一心逃离，对他恨之入骨。\n上一世脑子被门夹了放着绝色老公不要，被渣男贱女所害，被最信任的闺密洗脑，落了个众叛亲离的下场。\n这一世，任各路牛鬼蛇神处心积虑巴不得她离婚让位，不好意思，本小姐智商上线了！
22574512301161104,昭仙辞,盛唐无夜,玄幻言情,已完结,214.12万,【正文完结】\n【推荐一下新文《师妹绝非战五渣》，求收藏】\n【女强+成长升级流+偏慢热】\n        裴夕禾起初觉得世事无常。\n        给她卑微出身，却得扭转命运的仙缘。\n        生她勃勃野心，偏缺青云直上的资质。\n        旁人眼中皆觉白玉有瑕，不堪大用。\n        但当她握紧手中刀，寻到心中那念天光时，裴夕禾终叫他人知晓。\n        此刀无瑕！\n        长刃之下，仙魔当俯首，神佛亦低眉。\n\n\n【常有修文，不对盗版负责】\n【关于感情线，详见评论区置顶，不喜直接跳过164到166三章，弃文勿告知，你好我也好】\n【小说是为快乐放松，不合口味，及时止损，你好我也好】\n【支持正版，随意置评，如是白嫖，安静闭麦，你好我也好】
28414596707233104,极致心瘾,时京京,现代言情,连载中,33.02万,黎影结识了不该高攀的三代圈，在纨绔少爷刘怀英猛追求时，她无路可避。\n \n匆匆一瞥徐家太子徐敬西的姿容，她心荡神，四九城权力中心是徐家，唯他能破局。\n \n雪夜，大G车门边，她踮起脚尖，轻拢掌为徐敬西续烟。\n \n男人唇悠着烟，朝她倾斜了些，清隽脸孔半低在逆光暗影，烟尖火苗自两人中间熹微明灭，望见他眼眸淡泊沉静，一点一点抬起，“你要什么。”\n \n黎影：“只要你能给的。”\n \n旁人警醒过：“那位徐敬西，生起高阁，满身满骨是深重的权力欲，情对他这样的人来说都多余，你拿什么跟他赌名份。”\n \n懂留她在身边，无非徐敬西寂寞消遣。\n \n他逢场作戏，她从不图名份，扭头离京办画展。\n \n收拾行李刚进电梯，徐敬西长身立于正中央，食指徐徐勾住她前颈间的细骨项链，将后退的她轻轻拉回。\n\n**\n \n那夜情人节，是三环内高奢酒店一房难求的日子，有人撞见，BVG酒店被徐家太子包下。\n \n黎影印象最深的，是男人半跪在床，浴袍松垮，咬住笔帽，手拾勾金笔在她锁骨边缘描绘三字瘦金体——徐敬西
15488011805011204,夫人每天都在线打脸,南之情,现代言情,已完结,158.32万,【本书已完结，出版名《轻吻星芒》】\n陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”\n 众人：“？？？”\n 陆少：“看书好好看，翻得那么快，能记住几个字。”\n 顾芒又拿起一本，一目十行。\n 陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。\n ……\n 直到有一天。\n “爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”\n “爷，几家中医研究院为了抢夫人争得你死我活。”\n “爷，国际有名的几大律师事务所都在抢夫人。”\n “爷，几大黑客组织也来了……”\n “爷，几大财团也来了……”\n “爷……”\n 陆少：“妈的！都给老子滚！”
4818982104534803,许你万丈光芒好,囧囧有妖,现代言情,已完结,229.01万,“你救了我，我让我爹地以身相许！”\n宁夕意外救了只小包子，结果被附赠了一只大包子。\n婚后，陆霆骁宠妻如命千依百顺，虐起狗来连亲儿子都不放过。\n“老板，公司真给夫人拿去玩？难道夫人要卖公司您也不管？”“卖你家公司了？”\n“大少爷，不好了！夫人说要把屋顶掀了！”“还不去帮夫人扶梯子。”\n“粑粑，谢谢你给小宝买的大熊！”“那是买给你妈妈的。”\n“老公，这个剧本我特别喜欢，我可以接吗？”陆霆骁神色淡定：“可以。”\n当天晚上，宁夕连滚带爬跑出去。陆霆骁！可以你大爷！！！\n曾用名《隐婚100分：惹火娇妻嫁一送一》，出版名《君子报恩》。
24560358101610204,重生之高门主母,鹊南枝,古代言情,已完结,161.88万,镇国公府世子李陵，英隽异勇，是个铮铮好男儿。\n他的娇妻沈氏却觉得跟他过得憋闷。成婚五年，她对他百般柔顺，他却对她没有丁点热乎劲。\n 若单是因他性子冷，她也认了。\n可匈奴来犯，九公主就要被逼着去和亲。李陵居然“冲冠一怒”，为了公主表妹，请旨出征。\n  她终于明白了他冷待她的原因。\n  她气得不想跟他过了。\n  和离书都拟好了，就等着李陵归来署字。\n  谁知，一觉醒来后，她竟回到了跟李陵新婚时......\n\n---  \n  李陵娶了个乖巧的小妻子，对他千依百顺。新婚月余，将他伺候得舒舒服服。\n  这几日，李陵却发现新妇有些不对劲。\n清晨再不伺候他着衣了；吃饭也不给他布菜盛汤了；夜里他刚靠近她，她便转过身去了。\n威严冷肃的李陵忍不住了。\n他凑上前：“夫人，可是哪里不舒服？”\n她只给了他个白眼。\n李陵抓抓头：“初来府中，夫人可是不甚适应？”\n她又低头不语。\n某日，观马球赛时，他见她对着场上某男掩面一笑；某日，又见她手托香腮，读着某才子的诗发呆；还有次宫宴，他竟见太子爷朝她微微笑了一下......\n 李陵的心一日比一日乱了。\n新文《离侯门》已发布，欢迎阅读！
22519934901664304,快穿之炮灰她选择种田,席祯,科幻空间,连载中,330.42万,【选择种田后，我把炮灰女配苟成了人生赢家】\n徐茵带着生活辅助系统，穿进了曾被她负分吐槽过的万千小说世界，且都是下场凄惨，即使活着也是给女主当对照组的极品炮灰，开局把把烂牌。\n徐·佛系种田小能手·茵：……苟住！咸鱼躺也行，就是别去掺和剧情！\n苟着苟着，成了人生赢家。\n小世界①八零极品小姑子：告别极品、种田发家；\n小世界②作精女配选择种田：作精不作，种田强国；\n小世界③重组家庭的拖油瓶：继姐再见！回乡种田！\n小世界④世界冠军的前女友~\n小世界⑤全能影后的对照组~\n小世界⑥恶毒女配逃荒种田~\n小世界⑦外科大佬的白月光~\n……\n更多小世界产出中……
26036914109088804,一纸千金,董无渊,古代言情,连载中,83.4万,重生造纸世家，贺显金做服务、推效应、卖概念，带领队伍做大做强。\n凭实力成为陈家话事人的第二年。\n为她梳妆的阿嬷说，“当家的，这胭脂打在颊骨，断人姻缘。”\n贺显金面无表情：“打重点。”\n……\n昭德十八年奇闻之一：\n垄断朝廷交子印刷业务的皇商陈家，当家人是个妾室带进来的异姓小姑娘。
28068846702565004,度韶华,寻找失落的爱情,古代言情,连载中,50.17万,十岁入京，十六岁政治联姻，二十守寡抚养儿子长大。\n年少时的选择，在数年后化成一支支利箭，正中姜韶华的眉心。\n她悲愤不甘，死不瞑目。\n睁开眼，重回年少。\n她毅然踏上和前世截然不同的路。一步一步，缓慢又坚定地向前，直至权力之巅！\n这一世，命运只掌控在她自己手中。\n她要这天下，安静倾听她的声音。\n【乱世基建争霸女帝】
